uid,city,source,title,description_en,domain,cluster,indicator_direct,fit,proxy_link,spans,spatial_label,temporal_label,year_min,year_max,year_span_elapsed,spatial_evidence,temporal_depth_evidence,cadence_evidence,resource_url,declared_spatial_coverage,declared_temporal_coverage,round_tag,source_row
df_c::2413,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met fiets_CLT,Leisure travel: often by bicycle_CLT: Response to question: SM_MO_VT_fiets,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2011,2023,12,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_fiets_clt,,,,1070
df_c::6108,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met elektrische fiets_CLT_OG,Leisure travel: often with electric bicycle_CLT_OG: Response to question: SM_MO_VT_elektrfiets,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_elektrfiets_clt_og,,,,1071
df_c::5827,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met elektrische fiets_CLT,Leisure travel: often with electric bicycle_CLT: Response to question: SM_MO_VT_elektrfiets,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_elektrfiets_clt,,,,1072
df_c::8474,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met gewone of elektrische fiets_CLT_OG,Leisure travel: often with regular or electric bicycle_CLT_OG: Response to question: SM_MO_VT_elekfiets,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),single year; one-off,2023,2023,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_elekfiets_clt_og,,,,1073
df_c::8365,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met gewone of elektrische fiets_CLT,Leisure travel: often with regular or electric bicycle_CLT: Response to question: SM_MO_VT_elekfiets,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),single year; one-off,2023,2023,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_elekfiets_clt,,,,1074
df_c::4788,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met trein_CLT_OG,Free time travel: often by train_CLT_OG: Response to question: SM_MO_VT_trein,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2011,2023,12,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_trein_clt_og,,,,1075
df_c::2428,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met trein_CLT,Free time travel: often with train_CLT: Response to question: SM_MO_VT_trein,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2011,2023,12,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_trein_clt,,,,1076
df_c::28269,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd te voet of fiets (actieve verplaatsing),Modal split leisure time on foot or bicycle (active travel): Modal split travel in leisure time: on foot or by bicycle (active travel),Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=modalsplit_vt_voet_fiets_p,,,,1077
df_c::28272,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd te voet of fiets (actieve verplaatsing),Modal split leisure time on foot or bicycle (active travel): Modal split travel in leisure time: on foot or by bicycle (active travel).Three-yearly figures in which the stated year always also includes the results of the two previous years.,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_modalsplit_vt_voet_fiets_p,,,,1078
df_c::2700,Antwerp,GIK / Stad in Cijfers (df_c),N resp dat noch regelmatig met de auto/fiets/OV/te voet voor verplaatsingen in de vrije tijd,N or regularly by car/bicycle/public transport/on foot for travel during leisure time,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_noch_sum,,,,1079
df_c::18907,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de fiets tijdens vrije tijd,"Regularly cycling during free time: The share of respondents who regularly, very often or always traveled by bicycle during their free time in the past month",Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_fiets_p,,,,1080
df_c::18906,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig te voet tijdens vrije tijd,"Regularly on foot during free time: The share of respondents who traveled regularly, very often or always on foot during their free time in the past month",Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_tevoet_p,,,,1081
df_c::18908,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de motor/bromfiets tijdens vrije tijd,"Regularly using a motorcycle/moped during free time: The share of respondents who regularly, very often or always traveled by motorcycle/moped during their free time in the past month",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_motorbromfiets_p,,,,1082
df_c::18911,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de auto (bestuurder) tijdens vrije tijd,"Regularly by car (driver) during free time: The share of respondents who regularly, very often or always traveled by car (driver) during their free time in the past month",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_autobestuurder_p,,,,1083
df_c::18912,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de auto (passagier) tijdens vrije tijd,"Regularly by car (passenger) during free time: The share of respondents who regularly, very often or always traveled by car (passenger) during their free time in the past month",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_autopassagier_p,,,,1084
df_c::18910,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de trein tijdens vrije tijd,"Regularly by train during free time: The share of respondents who regularly, very often or always traveled by train during their free time in the past month",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_trein_p,,,,1085
df_c::18909,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de tram of bus tijdens vrije tijd,"Regularly taking the tram or bus during free time: The share of respondents who regularly, very often or always traveled by tram or bus during their free time in the past month",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_trambus_p,,,,1086
df_c::23424,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd: duurzame verplaatsing,"Modal split leisure time: sustainable travel: Modal split travel in leisure time: sustainable travel (on foot, bicycle and public transport).",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2017,2024,7,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_modalsplit_vt_duurz,,,,1087
df_c::4020,Antwerp,GIK / Stad in Cijfers (df_c),Exclusief te voet vrije tijd,"Excluding leisure time on foot: Modal distribution of trips during leisure time, Excluding On Foot (regularly on foot and none of the above), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_exvoet,,,,1088
df_c::4783,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met tram/bus/metro_CLT_OG,Free time travel: often by tram/bus/metro_CLT_OG: Response to question: SM_MO_VT_bus,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2011,2023,12,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_bus_clt_og,,,,1089
df_c::2422,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met tram/bus/metro_CLT,Free time travel: often by tram/bus/metro_CLT: Response to question: SM_MO_VT_bus,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2011,2023,12,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_bus_clt,,,,1090
df_c::19787,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief te voet,"Mobility Cluster leisure time excluding walking: Leisure time travel, Excluding Walking (regularly walking and none of the above), in %.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_exvoet_p,,,,1091
df_c::19859,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief te voet,"Mobility cluster leisure time excluding walking: Leisure time travel, Excluding Walking (regularly walking and none of the above), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_exvoet_p,,,,1092
df_c::2692,Antwerp,GIK / Stad in Cijfers (df_c),Aantal respondenten dat enkel het openbaar vervoer neemt voor verplaatsingen in de vrije tijd,Number of respondents who only use public transport for leisure travel,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_exov_sum,,,,1093
df_c::26054,Antwerp,GIK / Stad in Cijfers (df_c),Gebruikers deelauto's [aantal],Car-sharing users [number]: The number of car-sharing users.,Transport PA,Active travel behaviour,,Relevant proxy,,,City-wide,10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=n_mi_mob_deel_,,,,1094
df_c::2927,Antwerp,GIK / Stad in Cijfers (df_c),Aantal respondenten dat Autodelen: doe ik al,Number of respondents who use Car Sharing: I already do it,Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),single year; one-off,2017,2017,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_na_autodelen_sum,,,,1095
